x,y
-5.0,0.53614555259439
-4.98998998998999,0.5022400662227288
-4.97997997997998,0.5925202230320223
-4.96996996996997,0.5839446543104938
-4.95995995995996,0.4818798955838578
-4.94994994994995,0.4034087112874274
-4.93993993993994,0.48713971434667513
-4.92992992992993,0.45523339204438684
-4.91991991991992,0.31664167292284057
-4.90990990990991,0.37602118346640273
-4.8998998998999,0.37153263155858685
-4.88988988988989,0.41252717454468335
-4.87987987987988,0.30768635185587967
-4.86986986986987,0.3381194813430678
-4.85985985985986,0.34491438599499397
-4.84984984984985,0.27449582164279995
-4.83983983983984,0.25196312197477017
-4.82982982982983,0.22139108856626105
-4.81981981981982,0.22501016025786869
-4.80980980980981,0.20866082352732193
-4.7997997997998,0.14152874039683797
-4.78978978978979,0.17719202797015143
-4.77977977977978,0.0991462467722414
-4.76976976976977,0.1498359560333145
-4.75975975975976,0.09427487761001806
-4.74974974974975,0.021430209114024046
-4.73973973973974,0.07542532339796762
-4.72972972972973,0.04881195075708902
-4.71971971971972,0.023202840236072737
-4.70970970970971,0.1170028088636165
-4.6996996996997,-0.017011531808265624
-4.68968968968969,0.04508909610299838
-4.67967967967968,-0.020342168193693985
-4.66966966966967,-0.13922315245666028
-4.65965965965966,-0.06810685324431745
-4.64964964964965,-0.053875867796043794
-4.63963963963964,-0.18059157422467695
-4.62962962962963,-0.12375580253573037
-4.61961961961962,-0.2451739350053757
-4.60960960960961,-0.17666572317994955
-4.5995995995996,-0.1795418231535164
-4.58958958958959,-0.18724738225136772
-4.57957957957958,-0.1961155256066172
-4.56956956956957,-0.19585938261425745
-4.55955955955956,-0.33134179094425226
-4.54954954954955,-0.24843678922498957
-4.53953953953954,-0.3007589160620469
-4.52952952952953,-0.2666247210393425
-4.51951951951952,-0.3650909745040682
-4.50950950950951,-0.4294710230659275
-4.4994994994995,-0.4053467004126214
-4.48948948948949,-0.36063271000533764
-4.47947947947948,-0.5068170213363044
-4.46946946946947,-0.44259685424259054
-4.45945945945946,-0.4936728433721408
-4.44944944944945,-0.49461611314423304
-4.43943943943944,-0.5781379457035779
-4.42942942942943,-0.5139428377580108
-4.41941941941942,-0.4988801750292231
-4.40940940940941,-0.5385554396058472
-4.3993993993994,-0.5975547325521399
-4.38938938938939,-0.6300678487915031
-4.37937937937938,-0.6293699813123872
-4.36936936936937,-0.763414313000353
-4.35935935935936,-0.6226131507314938
-4.34934934934935,-0.7731674654602368
-4.33933933933934,-0.627587661631289
