x,y
-5.0,26.379838533159536
-4.98998998998999,24.47662764664533
-4.97997997997998,24.44027508206828
-4.96996996996997,24.503625827933355
-4.95995995995996,26.442099024360715
-4.94994994994995,23.717249186936144
-4.93993993993994,24.353601749488238
-4.92992992992993,25.88279928494512
-4.91991991991992,25.56431558213161
-4.90990990990991,25.183679231996337
-4.8998998998999,23.640602834786584
-4.88988988988989,24.29094077547191
-4.87987987987988,23.295939794898224
-4.86986986986987,25.117863607964583
-4.85985985985986,23.252133913152004
-4.84984984984985,23.750571373584716
-4.83983983983984,22.722933505377537
-4.82982982982983,22.442757717694036
-4.81981981981982,23.251418870141755
-4.80980980980981,22.139009027944777
-4.7997997997998,19.001469848803623
-4.78978978978979,23.896201250594213
-4.77977977977978,22.648351648980697
-4.76976976976977,22.59358117642207
-4.75975975975976,22.7559712642646
-4.74974974974975,21.633648543159772
-4.73973973973974,20.30833113684413
-4.72972972972973,21.167065080604676
-4.71971971971972,21.78360225859041
-4.70970970970971,22.68122705418956
-4.6996996996997,22.817064774092678
-4.68968968968969,23.43609924671239
-4.67967967967968,21.216712649979133
-4.66966966966967,21.3525779958465
-4.65965965965966,22.48949022836411
-4.64964964964965,22.982096319227768
-4.63963963963964,23.51467541581625
-4.62962962962963,21.257154264400416
-4.61961961961962,20.915141499069193
-4.60960960960961,21.416399831598433
-4.5995995995996,22.043461470564896
-4.58958958958959,22.61379785602914
-4.57957957957958,22.367636845225803
-4.56956956956957,20.75845791231084
-4.55955955955956,22.034960333404946
-4.54954954954955,19.03261589236907
-4.53953953953954,21.90357009274173
-4.52952952952953,21.801197314592265
-4.51951951951952,20.33263796159828
-4.50950950950951,22.389831213294805
-4.4994994994995,21.79197100524244
-4.48948948948949,20.891808761087752
-4.47947947947948,21.469052449049055
-4.46946946946947,19.876401051948356
-4.45945945945946,17.683187148462025
-4.44944944944945,20.19923506386558
-4.43943943943944,20.547914924908557
-4.42942942942943,21.749497027076362
-4.41941941941942,20.826982994771765
-4.40940940940941,19.332895707686127
-4.3993993993994,19.481647860287694
-4.38938938938939,18.494137529652527
-4.37937937937938,17.901815029428615
-4.36936936936937,20.537542851295306
-4.35935935935936,19.398699173055526
-4.34934934934935,17.14339534457482
-4.33933933933934,19.047106870697377
-4.32932932932933,17.530350877212566
-4.31931931931932,18.354737488632402
-4.3093093093093096,18.247785319109507
-4.2992992992992995,18.320610891244577
-4.2892892892892895,18.683755825604603
-4.2792792792792795,19.352655280217334
-4.2692692692692695,19.40234215053926
-4.2592592592592595,17.17683882789972
-4.2492492492492495,18.250800322896392
-4.2392392392392395,18.44995121210025
-4.2292292292292295,18.994954047514458
-4.2192192192192195,17.201105478007726
-4.2092092092092095,15.874317867298004
-4.1991991991991995,16.910224457316417
-4.1891891891891895,17.688915154961308
-4.1791791791791795,19.70792748094854
-4.1691691691691695,16.62933558473946
-4.1591591591591595,17.491287433138076
-4.1491491491491495,18.079100397640648
-4.1391391391391394,16.542483004475724
-4.129129129129129,17.705905870747433
-4.119119119119119,17.333267888087025
-4.109109109109109,15.1942680952892
-4.099099099099099,17.390663787812002
-4.089089089089089,17.57814453496125
-4.079079079079079,18.83544428817157
-4.069069069069069,17.487286477462163
-4.059059059059059,15.748167241368549
-4.049049049049049,16.975379573486624
-4.039039039039039,15.680562187671072
-4.029029029029029,16.647653686020703
-4.019019019019019,15.317608672694584
-4.009009009009009,14.797666926344254
-3.998998998998999,15.655043165441043
-3.988988988988989,16.712010390319275
-3.978978978978979,16.863724575827558
-3.968968968968969,16.623123131231054
-3.958958958958959,15.561232332992835
-3.948948948948949,15.909108023925862
-3.938938938938939,15.601332123868488
-3.928928928928929,14.7646449301234
-3.918918918918919,15.526453572600703
-3.908908908908909,15.89615777681475
-3.898898898898899,14.256894759432608
-3.888888888888889,15.760715119890667
-3.878878878878879,14.789632604161024
-3.868868868868869,14.799085655080559
-3.858858858858859,13.966286550384726
-3.848848848848849,16.251689037391557
-3.838838838838839,16.724382462148057
-3.828828828828829,14.469165720085234
-3.818818818818819,16.03780322523424
-3.808808808808809,16.01555194040809
-3.798798798798799,14.878641634679852
-3.7887887887887888,12.875788321592745
-3.7787787787787788,10.973613449762151
-3.7687687687687688,13.58685005764061
-3.7587587587587588,13.91770530717638
-3.7487487487487487,13.255818275950627
-3.7387387387387387,13.164366667118363
-3.7287287287287287,12.931416749686845
-3.7187187187187187,13.489361128503926
-3.7087087087087087,13.363195756736149
-3.6986986986986987,14.178070925816797
-3.6886886886886887,14.352464067251187
-3.6786786786786787,12.897326738857254
-3.6686686686686687,15.278308545830383
-3.6586586586586587,13.919610653423804
-3.6486486486486487,11.68838045713527
-3.6386386386386387,14.515164272875253
-3.6286286286286287,13.600945650174129
-3.6186186186186187,13.023728229775593
-3.6086086086086087,14.39484765817279
-3.5985985985985987,13.105184956013396
-3.5885885885885886,12.308395818767211
-3.5785785785785786,12.816237137837405
-3.5685685685685686,13.503973649292012
-3.5585585585585586,11.938560642839546
-3.5485485485485486,13.342474782269903
-3.5385385385385386,12.878223626654346
-3.5285285285285286,11.68188296015332
-3.5185185185185186,12.21069745947824
-3.5085085085085086,11.540626187633773
-3.4984984984984986,11.991738701770846
-3.4884884884884886,12.642138149448932
-3.4784784784784786,11.824742960471239
-3.4684684684684686,12.978612631144012
-3.4584584584584586,11.878566530914293
-3.4484484484484486,13.11958512876825
-3.4384384384384385,10.628772490665394
-3.4284284284284285,10.842147466153719
-3.4184184184184185,11.868382298556318
-3.4084084084084085,11.785638534821356
-3.3983983983983985,10.812383471515263
-3.388388388388388,11.843139711507689
-3.378378378378378,10.922751572551158
-3.368368368368368,12.733830227441878
-3.358358358358358,10.27812748708407
-3.348348348348348,11.433165602124275
-3.338338338338338,12.447219658146519
-3.328328328328328,11.748705641738686
-3.318318318318318,10.365537654497931
-3.308308308308308,11.206137326502683
-3.298298298298298,13.11655767181318
